,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
427,1.05,4.9,2.7,1.0,0.0,100.0,False,0,0,1,1,0,0
428,8.03,4.5,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
429,3.93,4.5,4.5,1.0,0.0,33.3,False,0,0,0,0,1,1
430,3.4,5.0,5.0,1.1,20.0,40.0,True,1,0,1,1,0,1
432,3.15,4.6,4.9,1.05,8.9,51.1,True,0,0,1,1,0,1
433,4.64,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,1
434,2.39,4.7,4.5,1.04,7.7,38.5,True,1,0,1,1,0,0
435,0.01,4.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,0
436,2.61,4.4,4.3,1.0,0.0,46.7,False,0,0,0,1,0,1
437,13.94,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,1
438,3.2,4.8,4.8,1.0,0.0,75.0,False,0,0,0,1,0,0
439,1.25,4.5,4.9,1.0,0.0,51.9,False,0,1,1,1,0,1
441,0.81,5.0,4.5,1.0,0.0,33.3,False,0,0,1,1,0,0
443,5.81,5.0,5.0,1.17,33.3,66.7,True,0,0,1,1,0,0
445,2.55,5.0,5.0,1.0,0.0,66.7,False,0,0,1,0,0,1
446,3.18,5.0,5.0,1.0,0.0,50.0,False,0,1,0,1,0,0
447,1.4,5.0,5.0,1.0,0.0,0.0,False,0,1,1,1,0,0
448,2.41,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
449,6.91,5.0,3.0,1.0,0.0,100.0,True,0,0,1,0,0,1
450,2.13,3.9,4.5,1.0,0.0,57.1,False,0,0,1,1,0,0
451,1.4,4.5,4.5,1.01,3.0,72.7,False,0,0,1,1,0,1
452,4.02,4.5,4.6,1.0,0.0,95.5,True,0,0,1,1,0,1
453,13.13,4.0,5.0,1.0,0.0,100.0,True,0,0,0,1,0,0
454,2.46,4.7,4.8,1.1,16.0,32.0,True,0,0,1,1,0,1
455,3.09,4.6,4.8,1.0,0.0,60.0,True,1,0,1,1,0,1
456,2.99,4.0,5.0,1.19,25.0,100.0,False,1,0,0,0,1,1
457,9.28,5.0,5.0,1.0,0.0,33.3,False,1,0,0,0,0,1
458,2.58,4.9,4.2,1.11,11.1,55.6,False,1,0,0,0,0,1
459,2.56,4.4,4.7,1.0,0.0,57.1,False,0,1,1,0,1,1
460,4.0,4.5,4.8,1.05,3.8,71.2,False,0,0,1,1,0,1
461,0.82,4.9,4.9,1.09,18.0,76.2,True,0,1,1,1,0,1
462,5.58,5.0,5.0,1.0,0.0,66.7,False,0,0,1,1,0,0
463,8.95,5.0,2.0,1.0,0.0,100.0,False,0,1,1,1,0,1
464,12.62,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,0
465,14.13,4.3,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
466,1.19,5.0,1.0,1.0,0.0,100.0,True,0,1,1,1,0,1
467,7.13,4.0,4.0,1.0,0.0,0.0,False,0,0,1,0,1,1
468,3.1,4.8,5.0,1.18,17.6,52.9,False,0,0,1,1,0,1
469,2.62,4.9,4.5,1.02,3.6,82.1,False,1,0,0,1,0,1
470,8.26,5.0,4.0,1.0,0.0,50.0,True,0,1,1,0,1,1
471,4.95,4.9,4.7,1.0,0.0,100.0,True,1,0,0,0,1,1
472,2.48,4.8,4.0,1.0,0.0,75.0,False,1,0,1,0,1,1
473,1.56,4.5,5.0,1.0,0.0,50.0,True,0,1,0,1,0,0
474,2.63,5.0,5.0,1.0,0.0,50.0,True,0,0,1,1,0,0
476,1.93,4.7,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
477,10.42,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
478,2.84,4.3,3.7,1.18,25.0,78.0,True,0,1,0,0,1,1
479,2.62,4.9,4.0,1.08,16.7,50.0,False,0,0,1,1,0,1
480,1.6,5.0,5.0,1.0,0.0,40.0,True,1,0,0,1,0,0
481,3.54,3.3,5.0,1.0,0.0,66.7,False,0,0,0,1,0,0
483,17.83,5.0,5.0,1.15,20.0,100.0,True,0,0,1,1,0,1
484,4.81,4.6,4.7,1.0,0.0,87.5,True,0,0,1,1,0,1
485,3.05,4.5,3.4,1.15,6.7,33.3,True,0,0,1,1,0,1
486,15.76,4.0,4.5,1.0,0.0,100.0,True,0,0,1,0,1,1
487,2.91,4.8,4.5,1.21,16.7,100.0,False,1,0,0,1,0,1
488,2.74,4.6,4.9,1.0,0.0,63.6,False,1,0,1,1,0,1
489,2.59,4.8,3.7,1.05,7.9,74.6,False,1,0,1,1,0,1
490,5.53,5.0,5.0,1.0,0.0,71.4,False,0,0,0,1,0,1
492,8.64,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
493,72.08,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
494,1.46,5.0,4.5,1.0,0.0,100.0,False,0,0,0,0,0,0
496,2.54,5.0,4.8,1.0,0.0,86.7,False,0,1,1,0,1,1
497,10.91,5.0,5.0,1.0,0.0,100.0,False,0,0,0,1,0,0
498,5.19,4.9,4.2,1.1,7.7,46.2,True,1,0,1,1,0,1
499,1.46,5.0,4.7,1.0,0.0,57.1,False,0,0,1,1,0,0
500,6.79,4.9,5.0,1.03,11.1,77.8,False,1,0,0,0,0,0
501,13.64,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
503,2.97,4.9,5.0,1.05,18.2,45.5,False,0,1,1,1,0,1
504,8.31,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,0,0
506,15.72,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
507,5.88,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
509,1.99,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
510,3.81,5.0,4.0,1.0,0.0,100.0,False,0,0,1,1,0,0
511,3.71,5.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
512,5.79,4.6,4.9,1.0,0.0,50.0,True,0,0,1,1,0,1
513,1.64,4.2,3.4,1.15,11.8,70.6,False,1,0,1,1,0,1
514,7.96,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
515,2.2,5.0,5.0,1.03,11.1,55.6,True,0,0,1,0,1,1
516,4.87,5.0,4.0,2.63,100.0,50.0,False,1,0,1,0,0,0
517,3.02,5.0,5.0,1.19,25.0,50.0,False,1,0,1,0,0,1
518,3.23,5.0,4.7,1.67,66.7,33.3,True,1,0,1,0,0,1
519,0.0,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
520,3.75,4.3,5.0,1.25,33.3,33.3,False,1,0,1,1,0,0
521,14.82,4.7,4.0,1.0,0.0,100.0,True,0,0,1,1,0,1
522,2.69,5.0,3.5,1.0,0.0,75.0,False,0,1,0,0,1,0
523,2.69,5.0,5.0,1.0,0.0,50.0,False,1,0,0,1,0,0
524,0.0,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
525,2.17,4.8,4.1,1.0,0.0,100.0,True,0,0,1,1,0,1
526,3.49,4.5,4.9,1.0,0.0,64.4,True,0,1,0,1,0,1
529,2.66,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
530,6.52,4.5,5.0,1.0,0.0,50.0,True,0,0,0,1,0,0
531,4.2,4.7,4.5,1.04,13.8,58.6,False,0,0,1,1,0,1
532,1.34,5.0,5.0,1.0,0.0,33.3,False,0,0,0,0,0,1
533,4.78,4.8,5.0,1.0,0.0,75.0,True,0,0,0,0,1,0
534,2.94,4.0,5.0,1.0,0.0,75.0,False,0,0,1,1,0,0
535,1.26,3.5,5.0,1.0,0.0,50.0,False,1,0,1,1,0,0
536,2.87,4.7,4.9,1.02,9.1,36.4,False,0,1,0,1,0,1
537,3.31,4.6,4.1,1.25,13.3,60.0,True,0,0,1,1,0,1
538,6.47,5.0,5.0,1.0,0.0,50.0,True,1,0,0,1,0,1
539,7.1,4.6,4.6,1.15,8.0,68.0,False,0,0,1,1,0,0
540,3.06,4.1,4.0,1.0,0.0,71.4,True,0,0,1,1,0,0
541,4.68,5.0,5.0,1.06,25.0,100.0,False,0,0,0,1,0,0
542,4.89,4.5,5.0,1.17,11.1,88.9,True,1,0,1,1,0,1
543,4.34,5.0,5.0,1.04,16.7,16.7,True,0,0,0,1,0,0
544,8.82,4.8,5.0,1.0,0.0,25.0,True,0,0,0,0,0,0
545,5.89,5.0,4.3,1.0,0.0,100.0,False,0,0,1,1,0,0
546,11.86,5.0,3.0,1.0,0.0,0.0,True,0,0,1,0,0,0
547,6.28,4.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
548,0.95,5.0,3.0,1.0,0.0,100.0,False,0,0,1,0,0,0
549,3.51,4.3,4.1,1.04,8.3,45.8,False,0,0,1,0,0,1
550,1.69,5.0,4.5,1.0,0.0,50.0,True,0,0,1,0,1,0
551,6.99,5.0,3.5,1.0,0.0,50.0,True,0,1,1,1,0,0
552,3.96,5.0,5.0,1.0,0.0,100.0,False,0,1,0,1,0,0
553,2.71,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,0
555,1.21,5.0,5.0,1.25,50.0,0.0,False,1,0,1,1,0,0
558,15.57,5.0,5.0,1.63,50.0,0.0,False,0,1,1,0,1,0
559,2.06,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,1,0
560,10.02,4.0,5.0,1.0,0.0,33.3,False,0,0,1,0,0,0
561,2.0,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
562,0.95,5.0,5.0,1.75,100.0,0.0,False,1,0,1,0,0,0
563,1.96,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
564,5.11,4.7,3.9,1.0,0.0,70.0,False,0,0,1,1,0,0
565,6.38,5.0,4.5,1.13,50.0,0.0,True,0,0,1,1,0,0
566,2.85,4.4,4.4,1.08,10.3,62.1,True,0,0,1,1,0,1
567,19.67,5.0,4.7,1.0,0.0,100.0,True,0,1,1,1,0,1
568,5.94,4.8,5.0,1.01,4.0,52.0,False,0,0,1,1,0,1
569,1.33,4.0,5.0,2.75,100.0,0.0,False,0,1,1,0,0,0
570,17.41,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
571,3.06,4.9,5.0,1.0,0.0,57.1,False,0,1,1,1,0,1
572,3.35,5.0,3.8,1.03,12.5,75.0,True,1,0,0,0,1,1
573,1.53,4.9,4.9,1.11,22.2,100.0,False,0,1,1,0,0,1
574,2.9,4.2,4.5,1.25,20.0,40.0,False,1,0,0,1,0,0
575,0.0,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,0,0
576,2.5,4.8,4.9,1.15,23.1,36.5,True,0,1,1,1,0,1
577,2.96,4.5,4.0,1.0,0.0,100.0,False,0,0,0,0,1,1
580,2.16,4.8,4.8,1.03,5.3,63.2,False,1,0,1,0,0,0
581,3.11,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,1
582,2.88,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,1,1
583,4.05,4.8,5.0,1.1,7.7,61.5,False,0,0,1,1,0,1
584,2.82,4.3,5.0,1.0,0.0,33.3,False,0,0,1,0,0,1
585,3.4,5.0,5.0,1.11,42.9,57.1,False,1,0,0,1,0,0
586,1.75,4.7,4.8,1.0,0.0,73.3,False,0,0,1,1,0,1
587,3.43,4.0,4.5,1.0,0.0,33.3,True,0,0,1,0,1,1
588,16.28,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,0,0
589,7.28,5.0,3.7,1.0,0.0,100.0,True,0,0,0,1,0,0
591,5.61,5.0,2.0,1.0,0.0,50.0,True,0,0,1,1,0,1
592,1.19,4.0,3.4,1.02,7.7,69.2,False,0,0,1,1,0,1
593,2.88,4.8,4.6,1.27,37.2,25.6,False,0,1,1,1,0,1
594,11.43,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,0,0
595,3.5,4.8,3.1,1.02,6.7,86.7,True,0,1,0,1,0,1
596,7.2,5.0,4.8,1.15,13.0,87.0,True,0,1,1,1,0,1
597,3.77,5.0,5.0,1.07,14.3,28.6,False,0,1,1,0,1,1
599,2.27,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
600,3.35,4.8,4.0,1.06,12.5,87.5,False,1,0,0,1,0,1
601,2.32,4.7,5.0,1.0,0.0,66.7,False,1,0,1,0,1,0
602,3.31,4.9,5.0,1.03,11.6,60.5,True,1,0,0,0,1,1
603,4.16,4.8,2.5,1.0,0.0,40.0,False,0,0,1,1,0,1
605,5.64,4.7,4.5,1.21,14.3,57.1,False,0,0,1,1,0,1
606,3.93,4.5,4.7,1.17,8.1,73.0,True,1,0,1,1,0,0
607,0.76,3.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
608,3.67,5.0,5.0,1.1,20.0,40.0,False,0,0,0,0,1,0
609,2.43,4.8,5.0,1.12,20.0,33.3,False,1,0,1,1,0,0
610,3.74,4.7,5.0,1.0,0.0,66.7,True,0,1,1,1,0,1
612,7.12,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
613,3.78,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,1,0
614,1.65,4.8,4.9,1.02,5.3,72.0,False,0,0,1,1,0,1
615,2.86,5.0,5.0,2.0,100.0,0.0,False,0,0,1,0,0,0
616,4.25,4.7,4.9,1.0,0.0,50.0,True,0,0,1,1,0,1
618,11.62,4.8,4.4,1.0,0.0,60.0,False,1,0,1,0,0,1
619,1.5,4.7,5.0,1.0,0.0,66.7,False,0,0,1,1,0,0
620,14.46,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
621,2.92,5.0,5.0,2.0,100.0,0.0,False,0,0,1,0,1,0
622,8.11,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,1
623,2.97,5.0,4.2,1.45,60.0,40.0,False,1,0,1,0,1,0
625,8.24,5.0,4.3,1.0,0.0,100.0,True,1,0,1,0,1,1
626,12.56,5.0,3.5,1.0,0.0,66.7,True,0,0,0,0,0,1
627,1.46,5.0,5.0,1.0,0.0,50.0,False,0,0,0,1,0,0
628,6.26,5.0,4.5,1.0,0.0,0.0,False,1,0,1,1,0,0
629,1.71,4.8,5.0,1.1,18.5,66.7,False,0,1,1,1,0,1
630,4.93,5.0,4.0,1.0,0.0,50.0,True,1,0,1,0,0,0
631,7.66,5.0,5.0,1.0,0.0,57.1,False,0,1,1,1,0,1
632,29.48,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
633,7.56,4.4,5.0,1.1,20.0,60.0,False,0,0,0,0,1,0
634,2.26,3.8,2.8,1.0,0.0,57.1,False,0,0,1,1,0,0
635,5.81,5.0,4.3,1.0,0.0,100.0,True,0,1,1,0,1,0
636,3.14,4.7,5.0,1.09,7.1,71.4,False,0,0,0,1,0,1
637,10.39,5.0,5.0,1.25,25.0,100.0,False,1,0,1,0,1,0
638,1.48,4.6,4.3,1.26,26.3,57.9,False,1,0,1,0,0,1
639,1.7,5.0,4.5,1.0,0.0,100.0,False,1,0,1,0,1,1
640,2.25,4.8,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
641,2.7,5.0,4.6,1.0,0.0,50.0,False,1,0,1,0,1,1
642,2.44,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
643,0.52,4.5,3.7,1.17,16.7,83.3,False,0,0,1,0,1,0
644,7.61,5.0,4.7,1.0,0.0,50.0,True,1,0,1,0,0,0
645,2.49,4.2,4.6,1.25,18.8,90.6,True,0,0,0,1,0,1
646,16.43,4.0,5.0,1.0,0.0,50.0,False,0,1,0,1,0,0
647,2.76,5.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
648,4.62,4.7,4.5,1.0,0.0,33.3,True,0,1,1,0,1,1
649,13.37,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
650,3.4,4.7,4.2,1.02,2.4,71.1,True,0,0,1,1,0,1
651,3.11,5.0,3.0,1.0,0.0,0.0,True,0,0,0,0,0,0
652,2.67,5.0,5.0,2.0,100.0,100.0,False,1,0,1,0,0,0
653,4.7,5.0,5.0,1.0,0.0,60.0,False,0,1,1,0,1,1
654,3.47,4.9,4.7,1.06,13.6,54.5,True,0,0,1,1,0,1
655,9.62,5.0,4.7,1.1,15.4,76.9,True,0,0,1,1,0,1
656,2.47,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,0
657,0.08,1.0,1.0,1.0,0.0,0.0,True,1,0,0,0,1,0
658,2.04,5.0,3.0,1.0,0.0,0.0,False,0,0,1,0,0,0
660,1.71,4.8,5.0,1.04,12.5,82.5,False,0,0,0,1,0,1
662,6.46,4.7,4.7,1.13,16.7,83.3,False,1,0,1,1,0,1
664,5.91,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
665,8.36,5.0,4.3,1.0,0.0,80.0,False,0,0,0,1,0,0
667,3.48,4.0,3.5,1.0,0.0,0.0,False,0,0,0,0,1,0
668,5.75,5.0,5.0,1.0,0.0,75.0,False,1,0,1,0,0,1
669,8.73,5.0,4.9,1.03,5.6,72.2,True,0,1,0,1,0,1
670,4.29,4.8,5.0,1.07,12.1,56.9,True,0,1,1,1,0,1
672,2.36,4.7,4.7,1.0,0.0,33.3,False,0,0,1,1,0,0
673,2.12,4.8,4.9,1.02,4.4,91.1,True,0,1,0,1,0,1
674,6.54,5.0,3.0,1.0,0.0,60.0,True,0,1,1,1,0,0
675,4.11,4.6,4.8,1.0,0.0,0.0,True,0,0,1,0,0,1
676,4.34,5.0,5.0,1.38,50.0,50.0,False,0,0,1,0,0,0
677,4.61,4.1,4.4,1.0,0.0,55.6,True,0,0,1,1,0,1
678,2.18,4.6,4.4,1.17,22.2,44.4,False,1,0,1,1,0,1
682,5.62,4.5,3.5,1.03,12.5,62.5,False,0,0,1,1,0,1
683,5.07,5.0,5.0,1.0,0.0,100.0,False,0,1,1,1,0,1
684,10.88,5.0,5.0,1.75,100.0,0.0,False,0,1,0,0,0,0
685,5.33,4.5,4.0,1.19,25.0,50.0,True,1,0,0,0,1,1
687,12.79,5.0,5.0,1.1,20.0,80.0,False,1,0,1,1,0,0
688,1.52,4.7,4.7,1.2,25.3,69.7,True,0,1,1,1,0,1
692,1.1,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
693,3.6,4.8,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
694,8.84,4.9,5.0,1.07,10.0,90.0,False,0,1,1,1,0,1
695,5.2,4.8,4.7,1.0,0.0,76.4,True,0,1,1,1,0,1
696,1.04,5.0,5.0,1.5,100.0,100.0,True,0,1,1,0,1,1
697,9.79,4.3,4.2,1.0,0.0,100.0,False,0,1,1,0,1,1
698,5.93,4.6,4.9,1.23,26.1,39.1,False,0,0,1,1,0,1
699,6.21,5.0,3.4,1.18,9.1,63.6,True,0,0,1,1,0,1
700,2.66,5.0,5.0,1.08,33.3,66.7,False,1,0,0,1,0,0
701,1.66,4.5,5.0,1.07,12.0,48.0,False,0,0,1,0,0,1
702,8.14,5.0,5.0,1.38,50.0,0.0,False,0,1,1,0,1,0
703,5.73,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,0,1
704,3.87,5.0,5.0,1.0,0.0,25.0,True,1,0,1,0,1,1
705,2.73,5.0,5.0,1.0,0.0,100.0,False,0,1,1,1,0,0
706,2.02,5.0,4.2,1.0,0.0,77.8,True,1,0,1,0,0,1
707,12.96,5.0,4.0,1.0,0.0,0.0,True,0,1,1,0,1,1
708,5.36,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
709,4.82,4.8,3.0,1.0,0.0,80.0,True,1,0,0,0,1,1
710,5.21,4.3,5.0,1.0,0.0,0.0,False,0,0,0,1,0,0
711,5.64,5.0,5.0,1.0,0.0,75.0,False,0,0,0,1,0,0
712,3.43,4.9,4.7,1.08,13.0,67.4,True,0,1,1,1,0,1
714,7.55,4.5,4.0,1.0,0.0,0.0,True,0,1,0,0,1,1
715,0.67,5.0,3.5,1.0,0.0,100.0,False,0,0,1,1,0,0
717,3.87,3.7,3.7,1.0,0.0,0.0,True,1,0,0,1,0,0
718,3.05,4.9,5.0,1.04,12.5,91.7,True,0,1,1,1,0,1
719,3.13,5.0,3.5,1.56,50.0,100.0,True,0,0,1,0,0,0
722,3.32,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,1,1
723,3.4,4.0,5.0,1.08,33.3,33.3,False,1,0,1,0,1,0
724,5.61,4.8,4.8,1.0,0.0,60.0,True,1,0,1,0,0,1
725,6.79,4.8,4.5,1.09,10.4,72.9,True,0,0,1,1,0,1
728,3.53,5.0,4.7,1.2,20.0,80.0,False,1,0,0,0,0,1
729,4.8,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
730,3.8,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,1
734,2.54,4.3,4.2,1.0,0.0,37.5,True,1,0,1,1,0,1
735,18.13,5.0,5.0,1.0,0.0,33.3,True,0,1,1,0,0,1
736,4.75,4.5,4.1,1.35,16.7,72.2,False,0,0,0,1,0,1
737,18.64,5.0,5.0,1.75,100.0,0.0,False,0,0,0,0,0,0
738,7.6,5.0,5.0,1.13,16.7,16.7,False,0,1,1,0,1,1
740,2.46,4.9,4.9,1.0,0.0,82.4,True,1,0,1,1,0,1
741,2.66,4.8,5.0,1.04,7.1,75.7,True,0,0,1,1,0,1
742,1.39,5.0,3.0,1.0,0.0,100.0,True,0,0,1,0,1,1
743,1.56,4.5,5.0,1.0,0.0,0.0,False,1,0,1,0,1,0
744,4.95,4.4,4.4,1.41,25.0,100.0,False,1,0,1,1,0,0
745,4.77,5.0,4.8,1.0,0.0,100.0,True,0,0,1,1,0,1
746,5.34,5.0,5.0,1.0,0.0,50.0,False,1,0,0,0,0,0
747,3.28,4.7,4.9,1.02,7.7,84.6,False,0,0,1,1,0,0
748,3.43,4.0,4.8,1.0,0.0,0.0,True,1,0,0,1,0,0
749,5.59,5.0,5.0,1.58,16.7,50.0,True,0,0,1,1,0,1
750,2.39,5.0,4.0,1.0,0.0,100.0,False,0,0,0,1,0,0
753,2.92,4.4,4.8,1.0,0.0,80.0,False,0,0,1,0,0,0
754,3.08,5.0,5.0,1.0,0.0,50.0,True,0,0,1,1,0,0
755,4.34,5.0,4.7,1.05,6.3,37.5,False,1,0,1,1,0,0
756,4.84,4.7,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
758,2.55,4.7,4.7,1.0,0.0,28.6,False,1,0,0,0,1,0
759,2.7,4.8,4.5,1.15,7.7,100.0,True,1,0,1,1,0,1
760,2.89,5.0,5.0,1.25,66.7,33.3,False,1,0,1,1,0,0
761,3.7,4.7,4.8,1.06,16.9,40.7,True,0,1,1,1,0,1
762,3.93,4.8,5.0,1.13,25.0,25.0,False,1,0,0,0,0,0
763,9.18,5.0,5.0,1.25,25.0,50.0,False,1,0,1,1,0,1
764,14.59,5.0,5.0,1.0,0.0,100.0,True,0,1,1,1,0,0
765,1.5,4.8,4.8,1.07,5.9,64.7,False,0,0,1,1,0,1
767,5.36,4.6,4.4,1.0,0.0,75.0,True,1,0,1,0,0,1
768,2.25,5.0,4.0,1.5,100.0,100.0,False,1,0,0,0,0,0
769,8.49,5.0,5.0,1.0,0.0,33.3,True,1,0,1,0,1,0
770,9.48,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,1
771,2.12,5.0,5.0,1.06,25.0,50.0,True,0,0,1,0,0,1
772,2.59,4.5,4.0,1.21,14.3,42.9,False,1,0,1,1,0,1
773,2.06,4.8,5.0,1.0,0.0,75.0,False,1,0,0,1,0,0
774,2.45,5.0,5.0,1.13,50.0,0.0,False,1,0,0,1,0,0
775,2.89,4.8,5.0,1.0,0.0,0.0,False,0,0,1,0,1,1
776,7.0,5.0,4.9,1.08,16.7,25.0,False,0,1,1,1,0,1
778,15.92,5.0,5.0,1.0,0.0,66.7,True,1,0,0,1,0,0
781,9.27,4.8,5.0,1.0,0.0,60.0,True,0,0,1,1,0,1
783,2.92,5.0,4.0,1.0,0.0,0.0,False,0,0,0,0,0,0
784,0.74,4.3,4.3,1.0,0.0,33.3,False,0,0,1,1,0,0
785,4.54,4.0,4.7,1.05,20.0,0.0,False,0,0,0,1,0,0
786,7.82,5.0,5.0,1.25,66.7,66.7,False,0,1,0,0,1,1
788,2.58,4.5,5.0,1.0,0.0,50.0,False,0,0,1,0,1,1
789,3.3,4.8,5.0,1.02,9.1,45.5,False,0,0,1,1,0,0
791,9.63,5.0,4.0,1.0,0.0,100.0,True,0,1,1,1,0,0
792,3.98,4.9,4.7,1.0,0.0,100.0,False,0,1,1,1,0,0
793,8.73,4.7,4.8,1.0,0.0,57.1,False,0,0,0,0,1,0
795,1.52,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
796,3.18,4.4,3.8,1.11,13.0,65.2,True,0,0,1,1,0,1
798,0.0,5.0,3.0,1.0,0.0,0.0,False,1,0,1,0,0,0
799,3.03,4.9,4.8,1.02,8.3,41.7,True,1,0,1,1,0,1
800,7.21,5.0,3.0,1.0,0.0,100.0,True,0,0,1,0,0,0
801,1.87,5.0,4.0,1.2,20.0,100.0,False,1,0,1,1,0,1
802,2.17,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
803,2.53,4.8,4.9,1.35,45.1,89.4,True,0,1,1,1,0,1
804,2.48,4.7,4.0,1.1,20.0,80.0,True,0,1,1,1,0,1
805,6.18,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,0
806,10.59,4.3,5.0,1.0,0.0,66.7,False,0,0,1,1,0,0
807,16.39,4.7,4.5,1.0,0.0,66.7,True,0,1,1,0,1,1
808,3.43,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
811,3.94,4.8,4.1,1.04,4.8,33.3,False,0,0,1,1,0,0
812,1.66,4.7,5.0,1.29,33.3,33.3,False,0,0,0,1,0,0
814,4.34,5.0,5.0,1.25,100.0,0.0,False,0,0,1,0,0,0
815,3.0,4.9,3.3,1.14,14.3,42.9,False,0,0,1,1,0,0
816,14.59,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
818,9.05,5.0,4.0,2.5,50.0,0.0,False,1,0,1,1,0,0
819,9.84,4.5,4.7,1.0,0.0,75.0,False,0,0,1,0,1,0
821,1.59,4.4,4.2,1.04,14.3,57.1,True,1,0,1,1,0,1
822,2.48,4.6,4.5,1.0,0.0,40.0,False,0,0,1,0,0,1
823,5.13,4.6,4.9,1.0,0.0,85.7,False,0,1,0,0,1,1
824,2.76,5.0,3.0,1.0,0.0,100.0,False,1,0,1,0,0,0
826,2.25,4.9,4.0,1.0,0.0,50.0,True,1,0,1,1,0,0
827,0.92,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,0,0
828,4.1,4.6,4.3,1.0,0.0,54.5,True,0,0,1,1,0,1
829,1.41,4.3,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
830,1.09,4.8,5.0,1.56,25.0,0.0,False,0,0,1,1,0,0
831,1.94,4.3,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
832,3.14,5.0,4.0,1.0,0.0,0.0,False,0,1,0,0,1,0
833,3.74,5.0,4.5,1.38,50.0,0.0,False,0,0,0,1,0,0
834,2.86,4.5,5.0,1.0,0.0,75.0,False,0,0,0,1,0,0
835,5.03,4.7,4.9,1.02,3.7,37.0,True,0,0,1,1,0,1
836,4.56,4.7,4.3,1.07,9.1,36.4,False,0,0,1,1,0,1
837,1.29,5.0,5.0,1.0,0.0,33.3,True,1,0,1,1,0,0
